%abb	apple	boeing	coca_cola	emerson_electric	general_electric	hawlett_packard	hitachi	IBM	intel	jonson_jonson	lockheed	mocrosoft	northrop	novartis	palmolive	pepsico	procter_gamble	semiconductors	wisconsin_energy
19.23	169.06	47.13	49.06	36.50	14.20	44.79	35.17	119.32	18.76	61.28	74.71	24.64	49.56	45.30	72.82	57.45	53.34	14.68	45.64
18.99	169.22	45.87	49.91	36.02	14.21	44.78	34.89	119.90	18.89	61.03	74.92	24.41	49.96	45.49	73.16	57.49	53.58	15.16	45.88
18.47	166.33	44.74	49.42	35.07	13.81	43.98	34.51	118.95	18.71	60.95	74.62	23.67	47.70	45.15	72.77	56.84	53.02	14.83	45.08
18.22	164.60	43.52	49.36	34.58	13.53	43.83	33.64	118.57	18.80	60.37	73.74	23.65	47.88	45.21	71.97	56.45	52.80	14.91	44.82
17.91	164.00	43.78	48.61	34.72	13.59	43.96	33.82	117.63	18.77	59.80	74.10	23.58	47.29	44.87	71.27	56.24	52.45	14.69	44.36
17.72	159.59	44.16	48.70	33.99	13.36	43.11	33.45	116.86	18.45	59.82	73.96	23.25	46.76	44.58	71.34	56.18	52.21	14.45	44.76
18.46	166.78	44.87	48.47	35.19	13.92	44.09	34.29	118.57	18.77	60.08	74.59	23.69	47.37	45.00	71.75	56.56	52.37	15.03	44.84
18.69	168.42	46.62	48.12	35.91	14.10	44.35	34.23	119.58	19.05	60.32	75.40	23.62	47.93	45.16	72.03	56.49	52.30	15.39	44.80
18.24	165.31	46.34	48.46	36.01	14.13	44.18	34.28	119.29	18.81	60.59	75.65	23.53	48.03	45.08	71.82	56.68	52.08	14.54	44.81
17.96	162.83	45.39	49.04	35.97	13.99	43.39	34.26	117.79	18.64	60.22	75.21	23.13	46.63	44.52	71.77	56.91	51.93	14.30	44.90
18.20	164.72	45.77	49.44	35.79	14.57	43.67	34.53	118.70	18.76	60.72	76.12	23.42	47.59	44.40	71.30	57.41	52.17	14.55	44.89
18.33	165.51	46.69	49.34	35.64	14.70	43.54	34.36	119.33	18.50	59.90	76.76	23.56	48.16	44.78	71.02	57.74	52.03	14.51	44.50
18.31	163.91	45.52	49.39	34.76	14.31	42.21	33.91	117.38	18.70	59.93	75.70	23.46	46.99	45.15	71.50	57.83	51.46	14.77	44.10
18.50	165.11	44.03	49.17	34.83	13.99	43.26	33.99	118.47	18.86	60.45	74.32	23.81	46.69	45.62	71.60	58.39	53.91	15.00	43.31
18.74	165.55	44.16	49.50	36.12	13.82	43.42	34.29	119.60	19.32	61.06	75.47	23.77	46.76	45.47	72.21	59.06	55.46	15.21	43.43
18.99	166.43	43.79	49.60	36.42	13.72	43.38	34.28	119.92	19.37	61.10	75.75	23.83	46.09	45.86	72.13	56.20	55.61	15.38	43.51
18.28	163.39	42.91	49.84	36.38	13.40	43.30	33.46	117.93	19.25	60.89	74.76	23.52	44.58	45.62	72.44	56.75	55.51	15.06	42.97
17.91	162.79	43.24	49.67	37.05	13.11	42.71	33.10	117.86	19.33	61.79	74.65	23.81	45.44	44.61	71.83	56.60	56.23	14.82	43.35
17.46	160.03	43.37	49.28	36.03	12.26	42.19	32.47	117.26	19.40	61.16	74.71	23.80	44.96	43.63	75.85	56.33	56.12	14.77	42.76
17.36	160.00	43.25	49.39	36.42	12.52	41.98	30.78	117.28	19.37	60.92	75.07	23.47	43.84	44.22	75.37	55.97	55.71	14.81	42.74
17.64	160.10	42.24	49.52	36.89	12.32	41.84	31.98	117.63	19.47	61.27	74.55	23.11	43.41	44.12	75.10	56.34	55.78	14.68	43.34
17.64	159.99	42.37	49.36	36.80	12.03	41.72	31.27	117.64	19.36	61.51	74.08	23.45	43.89	44.33	75.10	56.41	55.84	14.74	43.30
17.16	157.82	41.95	49.18	36.49	11.95	41.64	31.29	117.06	19.48	60.22	75.35	25.56	46.26	44.24	74.58	56.50	55.16	14.54	42.85
16.13	156.74	42.00	49.13	35.29	11.63	40.80	30.78	115.57	19.14	59.19	76.25	24.80	47.13	44.03	73.44	55.89	54.87	14.31	41.66
16.77	151.51	43.02	50.35	35.12	11.47	40.57	30.27	117.04	18.90	59.49	75.13	24.83	47.11	43.93	73.80	56.40	55.49	13.75	41.70
16.75	152.91	42.20	51.03	34.95	11.67	40.43	29.91	116.44	18.90	59.06	82.11	24.53	47.59	43.42	73.43	56.08	55.56	14.14	41.30
16.34	151.75	41.36	50.32	33.97	11.65	39.98	29.54	115.42	18.79	59.23	81.09	24.29	46.94	42.39	73.52	56.66	55.92	13.71	41.11
16.40	147.52	42.05	50.79	34.44	12.40	39.67	30.39	110.64	18.50	59.25	82.49	24.44	47.10	42.00	73.54	57.26	55.21	13.30	41.44
16.31	146.88	41.36	50.53	33.20	12.24	38.82	30.35	107.22	18.05	58.96	81.25	24.12	46.02	40.95	73.10	57.28	54.65	12.89	41.64
15.49	142.27	40.41	49.29	31.87	11.64	37.14	29.25	103.25	16.83	58.23	81.19	23.11	45.22	39.75	73.34	56.09	53.54	12.29	41.18
15.47	142.34	40.44	49.05	31.71	11.46	37.30	29.20	103.62	16.49	57.72	80.00	23.23	44.26	39.81	72.84	55.67	52.98	12.11	40.92
15.02	138.52	39.65	48.31	31.00	10.78	37.24	29.21	100.83	16.04	56.93	77.91	22.39	43.27	39.22	71.23	54.71	52.22	12.11	40.69
15.20	136.36	39.30	48.71	30.97	10.86	37.30	30.55	102.08	16.02	56.69	78.28	22.44	43.36	40.05	73.06	54.68	52.41	12.00	40.87
14.69	137.22	39.55	48.51	30.82	10.71	37.21	30.59	100.68	15.94	57.08	78.40	22.56	43.61	39.85	73.34	54.85	52.64	11.85	40.98
14.85	135.40	39.04	48.64	30.63	11.01	36.84	31.36	100.19	16.25	56.23	78.00	22.53	43.23	39.59	73.12	56.00	51.91	12.01	40.87
15.24	138.61	40.56	49.00	31.44	11.48	37.73	31.54	101.65	16.54	56.62	80.50	23.20	44.82	40.49	74.38	57.13	52.17	12.27	41.37
15.56	140.02	40.83	48.88	31.79	11.46	37.85	31.44	101.73	16.72	55.98	79.52	23.37	44.44	40.12	72.08	56.35	51.11	12.32	40.35
16.16	142.83	42.23	49.18	32.88	11.78	38.68	30.99	104.84	17.04	57.07	80.64	24.04	46.09	41.30	72.14	56.52	52.00	12.63	41.49
15.78	142.43	42.50	47.99	32.40	11.72	38.65	30.97	104.42	16.55	56.80	80.65	23.77	45.68	40.79	70.74	54.96	51.10	12.55	40.71
15.99	141.97	42.65	48.29	33.27	11.76	38.98	31.65	105.83	16.38	56.96	82.04	23.86	46.64	41.17	71.74	54.84	52.23	12.83	41.18
15.44	142.44	41.88	48.13	33.09	11.75	37.61	31.88	105.68	16.29	56.60	80.97	23.35	45.96	41.34	71.76	54.70	51.75	12.97	40.69
15.58	139.86	42.53	47.85	32.95	11.86	38.12	32.03	106.06	16.31	56.27	81.13	23.79	46.38	41.16	71.44	53.99	51.68	13.04	40.79
15.35	136.22	41.32	47.50	32.18	11.70	37.22	31.42	104.15	16.10	55.46	79.52	23.47	44.89	41.40	70.19	53.05	50.55	12.91	40.13
15.14	134.01	43.87	47.80	31.67	11.60	37.36	31.64	104.44	15.81	55.01	81.35	23.34	45.26	42.22	70.36	53.01	50.55	12.61	39.69
14.99	137.37	46.90	47.99	31.75	11.52	37.74	31.26	104.52	15.68	55.49	81.48	23.28	46.64	41.15	70.55	53.49	50.56	12.61	40.46
15.66	139.48	48.44	48.81	32.76	12.10	38.35	32.16	105.89	16.01	56.09	82.55	24.07	47.11	41.94	70.57	53.91	50.64	13.19	40.23
15.69	135.88	48.96	49.55	33.00	11.97	37.55	31.43	106.33	15.87	55.79	83.49	23.50	47.37	41.85	70.81	54.49	51.17	13.13	40.53
15.57	135.58	48.55	47.93	33.07	12.25	37.42	32.38	107.00	16.14	55.20	82.05	23.68	47.11	41.87	69.52	52.97	50.01	13.26	40.30
15.74	136.35	48.83	47.83	33.36	12.78	36.84	31.67	107.32	15.86	54.62	81.81	23.45	46.85	40.92	68.60	52.34	50.10	13.23	40.03
15.94	136.09	49.52	48.11	34.07	13.15	37.08	32.41	107.62	15.98	54.75	82.07	23.42	47.74	40.89	69.96	52.88	51.33	13.66	40.20
16.64	136.97	51.44	48.89	35.07	13.51	37.76	33.47	108.21	16.31	56.06	82.77	23.33	48.72	41.95	71.38	53.65	52.55	13.59	41.10
16.83	139.95	50.66	48.58	34.94	13.46	37.23	33.94	109.40	16.35	56.05	82.22	22.83	48.17	40.29	70.26	52.97	52.01	14.47	40.44
16.41	140.25	52.30	48.41	34.90	13.40	36.79	32.66	108.35	16.46	55.66	82.93	22.55	47.90	39.61	70.36	53.36	52.08	14.71	39.63
16.40	142.72	52.35	49.09	35.11	13.57	36.84	33.28	108.14	16.42	55.70	84.01	22.08	48.34	40.16	70.17	53.48	52.41	14.57	39.43
16.12	143.85	52.83	49.38	35.15	13.56	37.41	33.13	107.49	15.92	55.63	85.85	22.05	48.70	39.83	70.88	54.15	53.14	13.95	40.39
16.51	144.67	52.65	49.44	35.20	13.54	37.35	32.48	107.24	15.92	55.93	86.17	22.14	48.38	39.47	70.90	54.88	53.18	13.64	40.70
16.76	143.74	50.57	49.76	34.57	13.75	36.09	33.46	106.33	16.13	55.84	84.50	21.83	48.18	40.04	71.32	54.82	53.35	13.99	40.54
16.70	140.95	48.37	49.09	34.21	13.50	35.63	33.30	106.49	15.94	56.16	83.24	21.73	47.57	39.70	70.84	54.27	53.81	13.52	40.36
17.37	139.49	49.20	49.66	34.68	13.80	35.84	34.21	106.83	16.19	56.21	84.37	21.40	48.28	39.80	70.24	55.37	53.71	14.08	40.44
17.18	139.35	47.70	49.02	33.84	13.86	36.00	33.92	108.37	16.50	55.78	84.16	21.40	48.57	40.34	69.42	53.13	53.36	14.56	40.59
16.46	135.81	44.85	49.16	32.09	13.48	34.35	33.26	106.28	15.72	55.16	83.63	20.89	47.62	40.02	65.95	52.05	51.94	13.88	39.46
16.23	135.07	44.32	46.90	32.22	13.19	34.70	32.29	104.69	15.72	54.53	82.99	20.45	47.96	39.62	63.97	51.02	52.59	13.81	39.00
15.93	133.05	43.57	46.63	32.26	12.99	34.34	31.98	102.93	15.46	54.22	81.78	20.13	47.99	39.98	63.50	50.01	51.78	13.37	37.87
16.18	130.78	44.16	47.21	33.25	13.39	34.47	33.20	105.02	15.48	55.26	83.26	20.34	49.00	40.38	64.76	51.28	53.78	13.32	37.87
16.01	122.50	42.94	47.30	32.18	13.10	34.14	32.92	101.89	15.05	54.77	81.44	19.75	48.03	40.08	64.11	51.57	53.03	12.87	37.13
15.70	124.18	43.29	46.68	31.79	13.24	34.22	33.43	102.82	15.18	54.99	81.48	19.82	48.14	40.25	63.90	51.49	53.02	12.95	36.95
16.05	125.87	44.58	47.00	33.31	13.77	34.67	34.03	104.05	15.58	55.87	82.48	20.38	49.17	40.25	63.90	52.06	54.02	13.23	37.15
15.81	127.45	44.62	46.64	34.11	13.70	36.58	33.66	105.51	15.65	55.89	80.54	20.31	48.29	39.91	64.21	51.61	52.95	12.41	37.89
15.50	126.65	44.37	46.07	34.81	13.47	35.73	34.25	104.58	15.52	56.05	80.55	20.60	47.70	39.67	64.48	51.17	52.52	12.15	37.13
14.87	122.42	43.00	44.96	33.75	12.86	35.01	33.64	101.37	15.19	55.41	79.93	20.22	48.09	39.23	63.49	50.32	50.67	11.95	37.28
14.88	122.95	43.44	44.90	33.93	13.04	34.93	33.29	101.05	15.54	55.02	80.87	20.06	48.83	40.11	63.44	50.87	50.80	12.06	37.90
14.44	119.49	42.95	43.63	33.63	12.91	34.21	34.49	102.26	15.13	55.15	80.53	19.75	48.38	39.82	64.14	49.66	50.96	11.62	38.20
15.52	124.42	44.10	44.40	35.44	13.68	34.99	38.61	103.94	15.21	55.00	81.61	19.89	49.40	38.62	63.46	49.27	50.94	11.85	38.69
16.02	129.57	44.72	42.75	35.32	14.19	35.03	40.54	102.90	15.37	54.11	80.35	19.32	49.29	37.93	62.19	49.58	50.37	12.23	39.06
16.52	129.19	45.83	42.92	36.46	14.53	34.68	39.70	101.49	15.29	54.98	82.46	19.42	50.54	38.36	61.82	49.75	51.57	12.32	38.89
16.03	129.06	43.53	42.80	35.46	13.96	34.53	36.71	102.59	15.77	54.89	79.68	19.32	48.84	38.29	61.87	49.49	51.34	12.58	39.42
16.29	132.50	44.20	42.94	36.36	13.67	36.33	36.93	104.62	16.12	54.21	80.48	19.79	50.21	38.60	61.35	49.72	50.84	13.21	39.40
15.87	132.71	43.15	43.14	36.79	13.10	36.80	36.08	105.85	16.16	54.36	79.68	19.79	49.95	37.69	61.56	49.73	49.79	13.04	40.46
15.98	132.07	42.18	43.17	37.35	13.10	37.14	35.97	106.19	16.66	53.76	80.34	20.19	49.98	38.58	62.27	49.10	50.99	13.38	40.41
14.38	127.24	41.21	42.47	35.58	12.69	36.52	35.24	104.61	15.81	52.59	81.59	20.24	49.34	37.88	61.40	49.79	49.50	12.36	40.26
14.22	125.83	40.05	43.05	34.04	12.65	35.98	34.81	103.21	15.78	52.36	78.53	20.26	48.35	37.91	59.00	49.76	49.44	12.37	39.96
14.24	125.14	40.55	42.71	33.61	12.22	36.45	34.97	104.04	15.35	51.03	79.08	20.25	48.63	37.94	59.71	50.45	50.42	11.84	40.20
14.06	123.90	38.85	42.28	32.75	12.00	35.42	34.53	101.94	15.05	50.65	77.13	19.93	48.27	37.08	58.98	50.04	49.69	11.77	39.60
14.58	124.73	39.47	42.24	33.09	12.09	35.45	35.16	99.95	15.28	50.86	78.06	20.40	48.79	36.47	59.37	49.11	49.97	12.13	39.88
15.00	123.90	38.72	42.79	33.60	12.11	35.80	34.99	100.08	15.62	50.92	77.08	20.91	48.86	36.85	59.16	48.52	49.51	12.37	39.45
14.71	125.40	37.93	42.92	32.76	11.88	34.76	34.34	101.42	15.53	51.40	77.36	18.92	48.87	36.78	58.97	47.89	49.32	12.10	39.82
15.12	121.51	37.30	42.93	32.75	11.80	34.68	33.13	102.55	15.67	51.18	74.85	18.78	47.78	35.42	59.23	47.98	49.60	12.44	39.74
14.65	121.76	36.65	43.09	32.46	11.70	35.43	32.77	102.31	15.36	52.46	76.04	18.97	47.88	35.62	60.60	49.35	51.37	11.69	40.15
14.31	120.50	36.48	44.33	31.66	11.35	34.68	32.54	100.43	15.00	52.47	75.73	18.61	47.00	35.65	60.48	49.86	50.73	11.67	39.65
15.36	123.42	38.32	45.02	33.04	12.39	36.30	33.56	101.27	15.60	53.05	76.94	19.20	47.81	36.52	60.82	52.13	51.66	12.22	39.93
15.28	121.45	38.39	45.10	33.01	12.27	36.60	31.20	101.43	15.89	52.20	77.58	19.76	47.19	37.30	59.22	51.96	50.43	12.27	40.16
15.20	117.64	37.57	45.03	31.89	11.83	34.85	31.98	98.85	15.62	51.77	74.33	18.83	45.60	37.04	58.03	52.04	48.75	12.01	40.12
14.99	118.31	37.04	44.21	31.40	11.51	34.12	32.64	99.27	16.01	51.37	72.91	19.35	44.95	37.03	57.29	50.56	47.25	12.25	39.55
15.24	120.22	37.15	44.73	31.60	12.13	34.52	32.04	99.95	15.98	51.15	73.79	19.59	45.01	37.41	58.49	51.49	48.04	12.29	40.47
15.01	119.57	39.15	44.99	32.00	11.33	34.43	32.10	101.70	15.98	51.41	73.32	19.67	44.74	36.94	59.80	52.10	49.19	12.60	40.69
14.38	116.32	36.87	44.99	30.21	10.64	33.06	30.03	101.19	15.27	51.45	72.70	19.19	45.06	37.27	60.62	52.28	48.47	11.93	41.53
14.12	115.00	36.64	44.62	30.89	10.65	33.31	29.96	98.75	15.45	51.36	73.79	18.76	45.84	37.31	60.33	52.25	48.68	11.39	41.19
14.91	118.45	38.16	44.99	30.89	11.19	33.76	30.65	101.56	15.86	52.20	73.28	18.76	47.94	37.21	61.11	52.67	49.65	11.88	41.03
15.20	115.99	37.69	44.97	31.96	10.94	34.15	30.59	102.22	15.95	52.15	67.31	18.75	43.98	37.51	60.44	52.69	49.63	12.22	41.34
14.78	112.71	37.20	45.34	31.19	10.74	33.69	30.17	100.82	15.70	52.97	69.17	19.29	45.66	38.33	61.23	52.86	49.42	11.25	41.17
14.33	108.69	35.44	44.86	29.53	10.17	32.88	28.27	97.61	15.03	53.04	67.59	19.31	44.62	38.18	58.80	52.22	48.21	10.76	41.36
13.94	105.12	35.58	43.95	28.58	10.11	32.06	27.45	96.89	15.03	52.60	69.03	18.37	43.64	37.83	58.98	51.48	47.09	10.27	41.17
13.29	104.49	35.52	43.92	27.93	9.93	32.12	27.97	94.52	14.72	53.01	69.01	17.48	43.49	36.55	58.79	51.79	47.28	10.18	40.68
13.80	106.85	37.53	45.10	28.96	10.78	33.33	29.57	94.15	15.42	52.83	71.28	18.13	45.02	37.02	59.51	52.39	48.57	10.74	40.86
14.61	109.87	38.66	44.85	29.57	10.90	33.20	29.87	98.78	15.82	52.90	72.67	18.83	45.73	38.84	60.29	53.16	48.76	10.85	40.36
14.26	106.49	37.06	44.75	28.45	10.49	31.01	28.57	97.95	14.94	52.86	68.48	17.88	43.45	38.52	59.23	52.47	48.06	10.16	40.15
14.04	106.50	36.10	44.02	28.48	10.41	30.62	27.90	98.30	15.00	52.70	68.09	17.93	42.22	37.85	58.47	51.53	47.07	10.37	40.36
14.69	107.66	35.50	44.14	28.96	10.43	31.19	29.04	98.71	15.52	53.23	69.14	18.33	40.88	38.46	59.31	51.63	47.74	10.83	41.43
13.51	101.59	32.55	42.64	26.80	9.54	28.85	27.26	92.51	14.65	51.67	67.78	17.06	38.32	37.66	57.37	50.02	45.59	10.51	39.94
13.69	101.62	33.19	42.18	27.57	10.13	29.10	28.06	92.66	15.15	50.06	68.22	17.14	38.81	37.79	57.31	48.99	46.31	10.86	39.78
13.88	101.52	33.75	41.65	27.75	10.32	28.99	28.50	91.95	15.24	50.66	66.84	16.96	38.82	37.98	57.74	49.47	48.02	10.64	39.64
13.87	99.66	34.44	41.45	27.04	10.00	29.75	27.83	92.91	14.90	50.72	65.66	16.90	38.39	37.34	58.91	49.25	47.98	10.15	38.31
13.37	95.42	33.83	41.27	26.85	9.66	29.02	27.06	91.22	14.25	50.73	64.61	16.25	38.25	36.36	57.32	48.73	47.82	9.40	38.22
13.40	95.93	33.40	41.22	26.82	9.62	29.45	26.15	90.36	14.70	50.64	61.20	16.65	36.57	35.65	57.62	48.62	46.95	10.05	38.04
13.32	96.35	33.63	40.84	27.43	9.57	29.34	26.34	90.40	14.52	49.00	61.02	17.01	36.45	35.07	56.51	48.29	45.78	11.02	37.07
13.13	92.68	33.27	39.57	27.39	8.49	28.61	25.44	88.62	13.96	47.90	58.18	17.11	34.92	33.99	56.38	47.42	45.07	11.38	36.84
12.72	88.63	33.01	39.16	26.85	8.87	27.04	25.40	87.25	13.92	47.78	59.01	16.48	35.64	34.70	55.84	46.60	45.17	11.70	36.75
11.49	83.11	31.00	38.75	24.87	7.41	25.53	24.10	83.48	12.55	46.60	58.24	15.15	34.35	34.53	55.05	45.81	44.18	10.83	36.55
11.80	85.30	30.10	39.10	25.17	7.06	26.98	24.75	85.81	12.41	47.97	58.85	15.28	34.54	34.74	56.05	47.10	45.71	10.96	37.57
11.47	88.84	29.39	37.85	25.23	6.66	27.08	25.56	87.48	12.31	47.67	59.91	15.27	34.99	34.41	56.03	45.97	45.40	10.86	36.88
11.92	91.17	30.31	39.73	26.47	6.69	28.65	25.42	89.49	12.76	49.10	61.95	16.12	36.33	34.28	58.60	47.60	47.31	10.75	37.88
11.19	88.37	29.36	38.83	25.25	7.01	28.17	24.10	87.77	12.28	47.64	59.35	15.88	35.23	33.96	57.32	48.47	46.63	10.16	37.35
10.97	87.94	29.51	39.69	25.22	7.60	28.07	23.92	89.05	12.31	47.92	59.96	15.79	35.45	34.61	58.14	46.85	46.87	9.98	38.61
12.05	89.31	31.44	40.85	26.75	8.51	29.03	24.61	92.03	12.74	50.00	63.11	16.15	37.36	36.25	60.18	48.14	48.17	10.90	39.82
11.77	89.19	32.71	41.07	27.42	9.10	30.24	24.68	88.97	12.71	52.44	68.93	16.42	39.42	36.31	59.34	49.42	48.97	11.01	40.95
11.59	91.16	33.91	42.37	28.02	9.01	30.12	25.30	85.90	13.03	53.96	70.46	16.96	40.99	37.69	58.86	50.72	49.92	11.27	41.45
11.68	90.25	35.44	43.06	28.99	9.08	29.62	24.91	86.40	12.73	54.54	74.44	17.17	43.08	38.85	59.52	51.68	49.77	10.95	41.72
10.99	86.95	34.46	42.09	28.07	8.85	29.28	24.97	84.37	12.08	53.65	73.87	17.21	42.29	40.38	58.40	50.16	48.90	10.35	41.59
11.66	91.20	36.31	42.84	29.20	9.38	31.24	25.27	88.79	12.78	54.65	77.75	18.00	44.43	40.85	59.48	51.45	50.25	10.60	42.22
11.95	90.64	37.57	43.30	29.38	10.06	31.39	26.87	88.93	12.68	55.93	77.16	17.91	45.46	41.11	60.72	52.20	51.13	10.44	42.27
12.18	94.37	37.98	42.68	29.90	10.86	34.08	27.60	91.51	13.36	55.83	77.03	18.12	45.49	41.90	60.89	51.53	50.95	11.27	42.15
12.25	94.53	38.43	42.60	29.87	10.81	34.34	27.53	90.67	13.21	55.98	75.64	18.09	44.99	41.79	61.10	51.82	50.11	10.92	42.39
13.54	99.16	40.48	43.85	32.02	11.44	35.87	28.64	93.84	13.88	57.10	78.47	19.09	47.19	42.73	63.13	52.57	51.09	11.68	43.60
13.43	99.27	39.86	44.39	32.48	11.68	35.24	29.15	95.07	14.00	57.78	77.38	19.26	46.36	43.03	63.31	52.00	51.28	11.37	42.73
13.16	96.82	40.33	41.27	32.65	11.94	35.08	28.93	95.16	14.08	57.33	77.49	19.21	45.06	42.09	62.90	50.61	51.16	10.90	43.28
13.50	97.83	40.21	40.67	32.79	11.62	35.21	28.86	93.27	14.08	56.73	77.99	18.80	44.54	42.20	62.64	49.53	51.45	11.32	43.22
14.43	102.51	42.80	42.31	34.97	12.64	36.33	29.64	96.82	14.91	58.50	81.50	19.44	46.40	42.40	64.15	51.43	52.94	11.72	44.37
14.24	99.72	42.92	43.55	33.43	11.10	36.85	30.82	96.14	14.73	58.51	79.37	19.66	46.18	42.08	65.66	53.53	54.00	11.97	44.87
13.50	96.46	42.72	42.69	33.27	10.85	35.09	31.30	92.41	14.25	58.11	81.62	19.04	47.92	41.89	64.42	52.35	53.32	11.46	44.98
13.13	93.55	41.97	42.40	32.37	11.26	36.03	30.26	92.83	13.88	57.96	81.06	18.63	47.91	41.87	64.06	51.49	52.52	10.89	45.38
13.05	92.98	42.09	43.32	33.60	11.37	36.10	28.95	93.48	13.73	58.58	79.90	18.50	48.58	42.54	65.76	51.52	53.91	10.54	45.20
12.34	91.51	40.80	42.24	31.70	11.62	34.66	27.16	90.93	13.63	57.69	79.18	17.83	46.61	40.91	64.34	50.13	53.05	10.26	45.06
13.05	90.13	42.31	42.72	32.70	12.13	34.75	30.16	91.65	12.90	57.69	82.04	17.10	48.12	41.26	65.04	50.23	54.50	10.14	44.58
12.94	93.00	40.71	43.55	33.69	12.72	35.93	33.95	92.51	13.37	58.28	83.11	17.59	48.45	41.26	65.22	51.68	58.22	10.43	45.41
13.43	94.20	43.24	43.86	35.11	13.50	37.41	35.46	94.82	14.01	58.56	82.57	18.04	49.72	42.96	63.85	52.04	58.18	10.89	45.55
12.52	90.73	43.22	43.33	33.72	13.06	35.89	35.59	91.66	13.81	57.54	82.48	17.66	48.92	45.25	62.22	51.64	56.70	10.67	45.93
12.20	89.64	43.01	43.03	32.81	12.42	35.57	34.82	91.60	13.38	56.55	82.52	17.63	48.31	46.13	61.78	51.42	56.37	10.23	45.13
12.21	88.36	41.98	42.20	32.79	12.03	35.79	35.80	89.49	13.12	55.97	80.98	17.20	47.11	45.09	61.68	50.62	56.00	9.97	43.97
12.42	88.36	42.26	43.12	32.95	13.48	35.49	37.01	90.07	12.82	56.87	85.08	17.11	48.08	45.42	62.57	50.35	56.96	9.31	43.11
12.55	82.83	42.27	43.29	33.80	13.03	35.11	37.90	91.42	13.26	56.36	80.03	19.38	47.98	45.81	63.43	50.44	57.57	9.61	42.66
11.69	78.20	40.36	42.88	32.25	12.93	33.34	36.83	81.98	12.86	56.75	78.63	18.48	46.96	46.42	62.56	50.43	57.43	9.37	41.94
12.47	82.33	42.46	43.84	33.65	13.96	34.77	37.90	84.92	13.74	57.44	82.16	19.71	48.63	47.34	63.54	51.37	57.73	9.98	42.81
12.58	83.38	40.96	43.36	33.62	13.77	35.75	38.60	84.12	13.29	57.62	79.48	19.24	46.75	46.97	63.06	50.53	57.46	9.63	41.87
12.22	85.33	41.20	42.62	33.13	14.11	35.39	37.98	83.19	13.08	57.95	78.80	19.09	46.71	47.02	62.82	51.10	57.86	9.58	41.49
13.09	87.71	42.46	44.02	34.34	14.94	35.83	38.26	85.34	13.67	58.84	80.25	19.82	47.32	47.65	64.45	52.23	59.47	9.96	42.31
13.48	88.66	43.74	43.73	34.71	15.83	36.98	39.87	85.71	13.79	58.34	79.66	19.47	47.52	48.04	65.59	51.39	59.94	9.85	43.02
14.11	90.58	44.45	44.60	35.70	16.00	37.49	40.44	84.70	14.15	59.05	80.76	19.52	47.38	48.16	64.90	52.57	59.86	10.09	42.78
14.72	92.70	44.79	45.24	36.99	16.14	37.64	41.99	87.18	14.55	59.02	80.81	20.12	48.25	49.62	65.54	53.25	60.41	10.41	43.17
14.71	91.01	44.76	44.93	36.76	16.11	37.84	42.17	87.79	14.44	59.13	81.83	19.51	47.16	48.70	65.92	53.89	61.08	10.44	42.18
15.24	93.02	46.31	44.71	39.10	16.86	39.31	41.24	89.23	15.37	59.69	84.10	20.76	48.49	48.20	66.50	55.70	62.17	11.33	41.94
14.94	94.58	46.17	45.44	37.31	16.63	36.33	39.73	86.82	14.91	60.05	83.85	20.52	49.30	48.98	68.03	55.60	62.35	10.79	42.12
15.25	90.75	45.25	45.90	37.95	17.07	36.81	39.41	87.37	15.20	60.65	85.55	20.33	46.60	49.54	69.32	55.97	62.80	10.82	42.54
